PCode,REGION,DISTRICT,Code_CSREF,STRUCTURE,PCODE2,TYPE,DATE OUVERTURE,NBRE VILLAGE,DISTANCE,ACCESSIBILITE,Source,obs,Longitude,Latitude
ML03R08C012,SIKASSO,YANFOLILA,ML03R08,MADINA DIASSA,ML03R08C012,CSCOM,31-Mar-1998,11,65,OUI,OMS Survey,,-7.737456652,10.82034497
ML02R08C015,KOULIKORO,NARA,ML02R08,MADINA KAGORO,ML02R08C015,CSCOM,1-Jul-2011,14,125,OUI,OMS Survey,,-7.2897,14.58574
ML02R02C009,KOULIKORO,BANAMBA,ML02R02,MADINA SACKO,ML02R02C009,CSCOM,1-Jan-1995,24,32,NON,OMS Survey,,-7.546394402,13.7800886
ML05R06C015,MOPTI,KORO,ML05R06,MADOUGOU,ML05R06C015,CSCOM,15-Dec-1997,17,45,OUI,OMS Survey,,-3.081958523,14.39829485
ML03R02C023,SIKASSO,BOUGOUNI,ML03R02,MAFELE,ML03R02C023,CSCOM,1-Jan-2002,12,145,OUI,OMS Survey,,-7.530300777,10.55257947
ML04R08C007,SEGOU,TOMINIAN,ML04R08,MAFOUNE,ML04R08C007,CSCOM,30-Jun-2002,7,90,OUI,OMS Survey,,-4.362839399,12.78718822
ML07R01C014,GAO,GAO,ML07R01,MAGNADOE,ML07R01C014,CSCOM,15-Jan-2000,6,20,OUI,OMS Survey,,-0.048787049,16.38230985
ML01R02C018,KAYES,BAFOULABE,ML01R02,MAHINA,ML01R02C018,CSCOM,1-Jul-2004,13,3,NON,OMS Survey,,-10.85021428,13.75938272
ML03R09C009,SIKASSO,YOROSSO,ML03R09,MAHOU,ML03R09C009,CSCOM,1-Jan-2004,4,55,OUI,OMS Survey,,-4.630182774,12.13287497
ML01R05C029,KAYES,KITA,ML01R05,MAKANDIAMBOUGOU,ML01R05C029,CSCOM,1-May-2000,7,4,OUI,OMS Survey,,-9.50735,13.16744
,SEGOU,Niono,,MAKARILA,0,CSCOM,,,,,Cluster Nutrition,,-5.689683,13.378133
ML01R02C019,KAYES,BAFOULABE,ML01R02,MALI - SADIO,ML01R02C019,CSCOM,1-May-2005,17,3,NON,OMS Survey,,-11.24074,13.73862
,MOPTI,MOPTI,ML05R01,MALI GAVARDO,0,CSCOM,,,,,Cluster Nutrition,rechercher la localite exacte,,
ML02R06C028,KOULIKORO,KATI,ML02R06,MALIBOUGOU,ML02R06C028,CSCOM,1-Jan-2002,6,6,OUI,OMS Survey,,-8.13397,12.67736
ML05R07C012,MOPTI,TENENKOU,ML05R07,MALIMANA,ML05R07C012,CSCOM,1-Jan-2007,21,120,OUI,OMS Survey,,-5.47079,14.64395
ML01R05C030,KAYES,KITA,ML01R05,MAMBRI,ML01R05C030,CSCOM,1-Jun-2006,45,7,OUI,OMS Survey,,-9.79745,13.36214
ML03R02C024,SIKASSO,BOUGOUNI,ML03R02,MAMISSA,ML03R02C024,CSCOM,1-Apr-2008,17,45,OUI,OMS Survey,,-7.243807777,11.48312922
ML03R02C025,SIKASSO,BOUGOUNI,ML03R02,MANANKORO,ML03R02C025,CSCOM,1-Sep-1997,8,150,OUI,OMS Survey,,-7.449092277,10.45817047
ML03R01C033,SIKASSO,SIKASSO,ML03R01,MANCOURANIE,ML03R01C033,CSCOM,11-May-2011,4,6,OUI,OMS Survey,,-5.679,11.31
ML03R01C034,SIKASSO,SIKASSO,ML03R01,MANDELA,ML03R01C034,CSCOM,5-Mar-2003,16,27,OUI,OMS Survey,,-5.5283729,11.15609985
ML04R08C008,SEGOU,TOMINIAN,ML04R08,MANDIAKUY,ML04R08C008,CSCOM,25-Apr-1999,16,50,OUI,OMS Survey,,-4.464757649,13.01702022
ML02R05C008,KOULIKORO,KANGABA,ML02R05,MANINCOURA,ML02R05C008,CSCOM,1-Jan-2007,1,20,NON,OMS Survey,,-8.231944444,11.92416667
ML04R08C009,SEGOU,TOMINIAN,ML04R08,MANKOINA,ML04R08C009,CSCOM,15-Oct-1998,15,78,OUI,OMS Survey,,-4.451277524,12.80590985
ML02R07C006,KOULIKORO,KOLOKANI,ML02R07,MANTA,ML02R07C006,CSCOM,1-Jan-2009,20,32,NON,OMS Survey,,-7.80126,13.67695
ML02R04C014,KOULIKORO,FANA,ML02R04,MARCACOUNGO,ML02R04C014,CSCOM,1-Feb-2005,9,40,OUI,OMS Survey,,-7.287108402,12.73387897
ML04R03C015,SEGOU,BLA,ML04R03,MARELA,ML04R03C015,CSCOM,26-Apr-2002,8,30,OUI,OMS Survey,,-5.9487,12.93763
ML03R09C010,SIKASSO,YOROSSO,ML03R09,MARENA,ML03R09C010,CSCOM,1-Aug-2011,2,72,NON,OMS Survey,,-4.558785149,12.72462197
ML01R02C020,KAYES,BAFOULABE,ML01R02,MARENA,ML01R02C020,CSCOM,1-Sep-2011,7,110,OUI,OMS Survey,,-10.15327,13.31926
ML01R01C030,KAYES,KAYES,ML01R01,MARENA DIOMBOUGOU,ML01R01C030,CSCOM,1-Dec-2007,6,50,NON,OMS Survey,,-11.04305553,14.5669441
ML01R01C031,KAYES,KAYES,ML01R01,MARENA GADIAGA,ML01R01C031,CSCOM,24-Feb-1997,10,45,NON,OMS Survey,,-11.71891616,14.3752001
ML01R07C018,KAYES,YELIMANE,ML01R07,MARENA T0INGA,ML01R07C018,CSCOM,1-Nov-2006,2,80,OUI,OMS Survey,,-10.74546753,14.64444672
ML04R05C000,SEGOU,MARKALA,ML04R05,MARKALA CSREF,ML04R05C000,CSRef,1-Jan-2005,0,35,,OMS Survey,,-6.072,13.6919
ML04R05C010,SEGOU,MARKALA,ML04R05,MARKANIBOUGOU,ML04R05C010,CSCOM,1-Jan-2007,15,48,OUI,OMS Survey,,-6.157493276,13.59151272
ML07R01C015,GAO,GAO,ML07R01,MARSY,ML07R01C015,CSCOM,6-Nov-1999,7,165,OUI,OMS Survey,,-0.03556,15.89823
ML02R01C009,KOULIKORO,KOULIKORO,ML02R01,MASSALA,ML02R01C009,CSCOM,1-Jan-2010,6,10,,OMS Survey,,-7.64583,12.82139
ML04R01C013,SEGOU,SEGOU,ML04R01,MASSALA,ML04R01C013,CSCOM,1-Apr-2006,10,30,NON,OMS Survey,,-6.502125651,13.2769921
ML02R07C007,KOULIKORO,KOLOKANI,ML02R07,MASSANTOLA,ML02R07C007,CSCOM,29-Jan-1996,11,35,NON,OMS Survey,,-7.806668527,13.48909072
ML02R03C011,KOULIKORO,DIOILA,ML02R03,MASSIGUI,ML02R03C011,CSCOM,15-Jul-1996,21,80,OUI,OMS Survey,,-6.773048026,11.85775572
,BAMAKO,COMMUNE4,,MATERNITE HAMDALLAYE,0,Hôpital,,,,,Cluster Nutrition,,,
ML04R04C008,SEGOU,MACINA,ML04R04,MATOMO,ML04R04C008,CSCOM,17-Mar-2008,3,78,NON,OMS Survey,,-4.966666649,13.84583372
ML04R06C012,SEGOU,NIONO,ML04R06,M'BEWANI,ML04R06C012,CSCOM,11-Nov-2011,1,50,OUI,OMS Survey,,-6.044576025,13.91684385
ML06R03C009,TOMBOUCTOU,GOUNDAM,ML06R03,MBOUNA,ML06R03C009,CSCOM,24-Oct-1999,10,60,OUI,OMS Survey,,-3.969734773,16.68710998
ML05R01C011,MOPTI,MOPTI,ML05R01,MEDINA COURA,ML05R01C011,CSCOM,15-Jan-1998,3,6,OUI,OMS Survey,,-4.130796525,14.4901676
ML03R06C021,SIKASSO,KOUTIALA,ML03R06,MEDINA-COURA,ML03R06C021,CSCOM,15-Apr-2001,1,1,OUI,OMS Survey,,-5.454,12.37999999
ML04R01C014,SEGOU,SEGOU,ML04R01,MEDINE,ML04R01C014,CSCOM,1-Jan-2003,7,4,OUI,OMS Survey,,-6.273545071,13.43450788
ML03R01C035,SIKASSO,SIKASSO,ML03R01,MEDINE SIKASSO,ML03R01C035,CSCOM,1-Jan-2002,8,4,OUI,OMS Survey,,-5.69,11.31
,TOMBOUCTOU,Goundam,,MEKORE,0,CSCOM,,,,,Cluster Nutrition,,-4.246217,15.84505
ML03R05C011,SIKASSO,KOLONDIEBA,ML03R05,MENA,ML03R05C011,CSCOM,1-Jan-1995,9,30,OUI,OMS Survey,,-6.786967026,11.24868722
ML03R06C022,SIKASSO,KOUTIALA,ML03R06,MENA,ML03R06C022,CSCOM,1-Jan-1997,9,75,OUI,OMS Survey,,-5.996695275,12.6275606
ML02R04C015,KOULIKORO,FANA,ML02R04,MENA-FANA,ML02R04C015,CSCOM,15-Sep-1996,11,115,OUI,OMS Survey,,-7.0926,12.92175
ML07R04C000,GAO,MENAKA,ML07R04,MENAKA CSREF,ML07R04C000,CSRef,11-Jan-1972,0,320,,OMS Survey,,2.4022,15.9182
ML03R09C011,SIKASSO,YOROSSO,ML03R09,MENAMBA,ML03R09C011,CSCOM,1-Jan-2006,9,13,NON,OMS Survey,,-4.673333333,12.39555556
ML02R07C008,KOULIKORO,KOLOKANI,ML02R07,MERCOYA,ML02R07C008,CSCOM,16-Sep-2005,6,55,NON,OMS Survey,,-8.23193,13.77519
ML03R02C026,SIKASSO,BOUGOUNI,ML03R02,MERIDIELA,ML03R02C026,CSCOM,1-Oct-1999,18,150,OUI,OMS Survey,,-7.254128277,12.09604797
ML06R03C010,TOMBOUCTOU,GOUNDAM,ML06R03,MIKORE,ML06R03C010,CSCOM,20-Oct-1999,5,22,OUI,OMS Survey,,-3.720999,16.276182
ML03R01C036,SIKASSO,SIKASSO,ML03R01,MINIKO,ML03R01C036,CSCOM,30-Mar-1959,6,120,OUI,OMS Survey,,-6.324722276,11.1911116
ML03R03C012,SIKASSO,KADIOLO,ML03R03,MISSENI,ML03R03C012,CSCOM,15-Nov-1998,7,55,OUI,OMS Survey,,-6.077310525,10.31347797
ML04R02C010,SEGOU,BAROUELI,ML04R02,MOABOUGOU,ML04R02C010,CSCOM,1-Jan-2000,11,105,OUI,OMS Survey,,-6.2166,13.13926
ML01R02C021,KAYES,OUSSOUBIDIAGNA,ML01R02,MODINKANOU,ML01R02C021,CSCOM,1-Dec-2001,13,185,NON,OMS Survey,,-10.01278278,14.3126461
ML03R06C023,SIKASSO,KOUTIALA,ML03R06,MOLOBALA,ML03R06C023,CSCOM,1-Jan-1999,8,10,,OMS Survey,,-5.3282784,12.17144772
ML04R06C013,SEGOU,NIONO,ML04R06,MOLODO,ML04R06C013,CSCOM,8-Mar-1994,22,0,OUI,OMS Survey,,-6.020000025,14.23750022
,SIKASSO,Sikasso,,MOMO TRAORE,0,CSCOM,,,,,Cluster Nutrition,,,
ML05R05C011,MOPTI,DOUENTZA,ML05R05,MONDORO,ML05R05C011,CSCOM,15-Mar-1997,8,175,OUI,OMS Survey,,-1.948062397,14.67406322
ML04R04C009,SEGOU,MACINA,ML04R04,MONI0PEBOUGOU,ML04R04C009,CSCOM,1-Jan-1996,31,45,NON,OMS Survey,,-5.521627525,14.14293635
ML04R08C010,SEGOU,TOMINIAN,ML04R08,MONISSO,ML04R08C010,CSCOM,3-May-2003,28,18,OUI,OMS Survey,,-4.479647774,13.3505121
ML02R01C010,KOULIKORO,KOULIKORO,ML02R01,MONZOMBALA,ML02R01C010,CSCOM,1-Jan-1993,21,1,NON,OMS Survey,,-7.35151,13.29991
,KAYES,NIORO,,MONZOMBOUGOU,0,CSCOM,,,,,Cluster Nutrition,,-10.020223,14.979469
ML05R01C000,MOPTI,MOPTI,ML05R01,MOPTI CSREF,ML05R01C000,CSREF,1-Jan-2002,0,1,,OMS Survey,,-4.18296,14.4843
ML05R07C013,MOPTI,TENENKOU,ML05R07,MOPTI-KEBA,ML05R07C013,CSCOM,1-Jan-2008,11,25,NON,OMS Survey,,-4.84501,14.49784
ML02R06C029,KOULIKORO,KATI,ML02R06,MORIBABOUGOU,ML02R06C029,CSCOM,17-Feb-1995,5,45,OUI,OMS Survey,,-7.81025,12.70923
ML04R07C016,SEGOU,SAN,ML04R07,MORIBILA,ML04R07C016,CSCOM,1-Jun-1996,16,82,OUI,OMS Survey,,-5.043195149,12.66332535
ML05R02C016,MOPTI,BANDIAGARA,ML05R02,MORY,ML05R02C016,CSCOM,28-Feb-1998,23,77,OUI,OMS Survey,,-3.177480023,14.73081938
ML07R03C014,GAO,BOUREM,ML07R03,MOUDAKANE,ML07R03C014,CSCOM,17-Jul-2009,3,45,OUI,OMS Survey,,-0.260277778,16.82666667
ML05R04C012,MOPTI,DJENNE,ML05R04,MOUGNA,ML05R04C012,CSCOM,2-Nov-1994,13,1,NON,OMS Survey,,-4.819581649,13.88067235
ML02R06C030,KOULIKORO,KATI,ML02R06,MOUNTOUGOULA,ML02R06C030,CSCOM,1-Jan-2005,9,35,OUI,OMS Survey,,-7.817217152,12.52430835
ML02R08C016,KOULIKORO,NARA,ML02R08,MOURDIAH,ML02R08C016,CSCOM,1-Jan-1997,14,95,OUI,OMS Survey,,-7.471567027,14.46870435
ML05R04C013,MOPTI,DJENNE,ML05R04,MOURRAH,ML05R04C013,CSCOM,15-Mar-1996,8,70,NON,OMS Survey,,-4.599722399,14.32611085
ML04R02C011,SEGOU,BAROUELI,ML04R02,MPEBOUGOU,ML04R02C011,CSCOM,1-May-2007,5,100,OUI,OMS Survey,,-6.46726,12.9096
ML04R07C017,SEGOU,SAN,ML04R07,MPESSO HAMEAU,ML04R07C017,CSCOM,1-Jun-2000,1,62,OUI,OMS Survey,,-4.827099774,12.81120972
ML03R06C024,SIKASSO,KOUTIALA,ML03R06,MPESSOBA,ML03R06C024,CSCOM,1-Jan-1980,12,45,OUI,OMS Survey,,-5.721901025,12.66625472
ML04R06C014,SEGOU,NIONO,ML04R06,N8 WEREKELA,ML04R06C014,CSCOM,26-Feb-1997,12,12,OUI,OMS Survey,,-5.9467789,14.32793322
ML04R06C015,SEGOU,NIONO,ML04R06,NAMPALA,ML04R06C015,CSCOM,10-May-1997,29,185,OUI,OMS Survey,,-5.553538775,15.27344372
ML04R03C016,SEGOU,BLA,ML04R03,NAMPASSO,ML04R03C016,CSCOM,30-Dec-1994,11,51,OUI,OMS Survey,,-5.50358615,13.0947061
ML02R06C031,KOULIKORO,KATI,ML02R06,NANA KENIEBA,ML02R06C031,CSCOM,1-Feb-1999,7,105,NON,OMS Survey,,-8.4711,12.68138
ML05R02C018,MOPTI,BANDIAGARA,ML05R02,NANDO,ML05R02C018,CSCOM,1-Aug-2000,22,77,OUI,OMS Survey,,-3.9284,14.22896
ML03R05C012,SIKASSO,KOLONDIEBA,ML03R05,NANGALASSO,ML03R05C012,CSCOM,1-Jan-2011,8,95,OUI,OMS Survey,,-6.317986151,10.87012135
ML02R04C016,KOULIKORO,FANA,ML02R04,NANGOLA,ML02R04C016,CSCOM,15-Nov-1995,14,40,OUI,OMS Survey,,-6.65792,12.73069
ML02R08C017,KOULIKORO,NARA,ML02R08,NAOULENA,ML02R08C017,CSCOM,1-Jan-2010,5,46,OUI,OMS Survey,,-6.87519,14.32206
ML02R08C018,KOULIKORO,NARA,ML02R08,NARA CENT0AL,ML02R08C018,CSCOM,1-Jan-2010,18,1,OUI,OMS Survey,,-7.288544277,15.16081647
ML02R08C000,KOULIKORO,NARA,ML02R08,NARA CSREF,ML02R08C000,CSRef,1-Jan-1991,0,375,,OMS Survey,,-7.288544277,15.16081647
ML02R05C009,KOULIKORO,KANGABA,ML02R05,NARENA,ML02R05C009,CSCOM,15-Nov-1995,6,53,NON,OMS Survey,,-8.633189528,12.22634885
ML06R04C011,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,NDAKI,ML06R04C011,CSCOM,1-Jan-2011,1,1,OUI,OMS Survey,,-0.959564021,15.35041972
ML04R06C016,SEGOU,NIONO,ML04R06,NDEBOUGOU,ML04R06C016,CSCOM,15-Jun-1994,11,15,OUI,OMS Survey,,-5.978333525,14.37444397
ML04R02C012,SEGOU,BAROUELI,ML04R02,NDJILLA,ML04R02C012,CSCOM,2-Sep-2008,12,30,OUI,OMS Survey,,-6.90481,12.98413
ML02R06C032,KOULIKORO,KATI,ML02R06,NEGUELA,ML02R06C032,CSCOM,18-Jun-2001,16,50,NON,OMS Survey,,-8.462613903,12.8483286
ML02R06C033,KOULIKORO,KATI,ML02R06,NGABACORO,ML02R06C033,CSCOM,1-Jan-2006,9,1,OUI,OMS Survey,,-7.816861667,12.66668778
ML02R03C012,KOULIKORO,DIOILA,ML02R03,NGARA,ML02R03C012,CSCOM,26-Jun-1999,9,20,OUI,OMS Survey,,-6.871086651,12.37287497
ML04R01C015,SEGOU,SEGOU,ML04R01,NGARA,ML04R01C015,CSCOM,1-Jan-2006,8,30,OUI,OMS Survey,,-6.498889026,13.30972197
ML04R02C013,SEGOU,BAROUELI,ML04R02,NGASSOLA,ML04R02C013,CSCOM,12-May-2008,6,145,OUI,OMS Survey,,-6.203991651,13.0802636
ML04R07C018,SEGOU,SAN,ML04R07,NGOA,ML04R07C018,CSCOM,1-Jun-2004,15,35,NON,OMS Survey,,-5.1416669,13.24611097
ML02R03C013,KOULIKORO,DIOILA,ML02R03,NGOLOBOUGOU,ML02R03C013,CSCOM,1-Jan-1999,23,40,OUI,OMS Survey,,-6.715269651,12.1739461
ML04R04C010,SEGOU,MACINA,ML04R04,NGOLOKOUNA,ML04R04C010,CSCOM,1-Jan-1998,12,45,NON,OMS Survey,,-5.38895,13.72824
,SIKASSO,Kadiolo,,NGOLONA,0,CSCOM,,,,,Cluster Nutrition,,-5.831096,10.464603
ML03R06C025,SIKASSO,KOUTIALA,ML03R06,NGOLONIANASSO,ML03R06C025,CSCOM,1-Apr-2003,7,13,,OMS Survey,,-5.68611,12.42222
ML06R05C016,TOMBOUCTOU,NIAFUNKE,ML06R05,NGORKOU,ML06R05C016,CSCOM,3-Mar-2003,30,53,NON,OMS Survey,,-3.716127898,15.65645323
ML05R05C012,MOPTI,DOUENTZA,ML05R05,NGOUMA,ML05R05C012,CSCOM,4-Jul-1997,28,125,OUI,OMS Survey,,-3.371505023,15.63486198
ML03R06C026,SIKASSO,KOUTIALA,ML03R06,NGOUNTJINA,ML03R06C026,CSCOM,1-Dec-1999,5,10,,OMS Survey,,-5.47861,12.29694
ML02R06C034,KOULIKORO,KATI,ML02R06,NGOURABA,ML02R06C034,CSCOM,27-Feb-2007,1,95,OUI,OMS Survey,,-7.490733777,12.4232491
ML03R03C013,SIKASSO,KADIOLO,ML03R03,NI0BOUGOU,ML03R03C013,CSCOM,15-Jul-1998,6,67,OUI,OMS Survey,,-5.504243025,10.8566511
ML06R05C000,TOMBOUCTOU,NIAFUNKE,ML06R05,NIAFUNKE CSREF,ML06R05C000,CSRef,1-Jan-1992,0,200,,OMS Survey,,-3.9906,15.9322
ML02R09C009,KOULIKORO,OUELESSEBOUGOU,ML02R09,NIAGADINA,ML02R09C009,CSCOM,8-Nov-2006,3,50,OUI,OMS Survey,,-8.233657902,12.13154022
ML01R05C031,KAYES,KITA,ML01R05,NIAGANE,ML01R05C031,CSCOM,1-May-2008,6,1,OUI,OMS Survey,,-9.81196,13.96826
ML05R05C013,MOPTI,DOUENTZA,ML05R05,NIAGASSADIOU,ML05R05C013,CSCOM,1-Apr-2011,5,200,OUI,OMS Survey,,-1.782222222,14.65416667
ML05R01C012,MOPTI,MOPTI,ML05R01,NIAKONGO,ML05R01C012,CSCOM,13-Mar-2007,9,28,OUI,OMS Survey,,-3.98458,14.60836
ML03R05C013,SIKASSO,KOLONDIEBA,ML03R05,NIAKOURAZANA,ML03R05C013,CSCOM,1-Dec-2008,12,57,OUI,OMS Survey,,-6.661499526,11.24407698
ML04R03C017,SEGOU,BLA,ML04R03,NIALA,ML04R03C017,CSCOM,3-Mar-2005,8,12,OUI,OMS Survey,,-5.85732865,12.94204097
ML03R02C027,SIKASSO,BOUGOUNI,ML03R02,NIAMALA,ML03R02C027,CSCOM,1-Mar-1995,18,105,OUI,OMS Survey,,-6.699,11.52000017
,KOULIKORO,Kati,,NIAMANA,0,CSCOM,,,,,Cluster Nutrition,2 villages ,,
ML04R03C018,SEGOU,BLA,ML04R03,NIAMANA - BLA,ML04R03C018,CSCOM,20-Jan-2000,10,45,OUI,OMS Survey,,-6.15129,12.74497
ML04R07C019,SEGOU,SAN,ML04R07,NIAMANA BANKOUMA,ML04R07C019,CSCOM,1-Jun-2001,11,53,NON,OMS Survey,,-5.1632029,13.02051539
,TOMBOUCTOU,Goundam,,NIAMBOURGOU,0,CSCOM,,,,,Cluster Nutrition,,-3.447815,16.537447
ML05R03C013,MOPTI,BANKASS,ML05R03,NIAMIA,ML05R03C013,CSCOM,18-Apr-2010,5,50,OUI,OMS Survey,,-3.320372523,13.7848456
,KAYES,Kayes,,NIAMIGA,0,CSCOM,,,,,Cluster Nutrition,,-11.170628,14.510183
ML04H01H001,SEGOU,SEGOU,ML04H01,NIANAKORO FOMBA,ML04H01H001,Hôpital,23-Feb-1984,0,0,,OMS Survey,,-6.257308383,13.43164641
ML02R03C014,KOULIKORO,DIOILA,ML02R03,NIANTJILA,ML02R03C014,CSCOM,15-May-1998,13,112,OUI,OMS Survey,,-6.577008776,11.7961101
ML04R02C014,SEGOU,BAROUELI,ML04R02,NIANZANA,ML04R02C014,CSCOM,3-Jan-2000,13,20,OUI,OMS Survey,,-6.9566,13.03651
,MOPTI,DJENNE,ML05R04,NIAOURO,0,CSCOM,,,,,Cluster Nutrition,,-4.123946,14.006735
ML05R07C014,MOPTI,TENENKOU,ML05R07,NIASSO,ML05R07C014,CSCOM,1-Jan-2008,20,40,NON,OMS Survey,,-4.65596,14.58957
ML04R07C020,SEGOU,SAN,ML04R07,NIASSO,ML04R07C020,CSCOM,1-May-2003,25,20,NON,OMS Survey,,-5.040555524,13.20583347
ML03R01C037,SIKASSO,SIKASSO,ML03R01,NIENA,ML03R01C037,CSCOM,2-Jan-1995,20,75,OUI,OMS Survey,,-6.351366276,11.4244046
ML03R08C013,SIKASSO,YANFOLILA,ML03R08,NIESSOUMALA,ML03R08C013,CSCOM,1-Feb-2001,7,13,,OMS Survey,,-8.209266527,10.59701309
,SIKASSO,Kadiolo,,NIMBOUGOU,0,CSCOM,,,,,Cluster Nutrition,,-5.504243,10.856651
ML05R02C019,MOPTI,BANDIAGARA,ML05R02,NINGARI,ML05R02C019,CSCOM,1-Sep-1996,17,55,OUI,OMS Survey,,-3.31343,14.61102
ML02R07C009,KOULIKORO,KOLOKANI,ML02R07,NIOKONA,ML02R07C009,CSCOM,1-Jan-2011,1,57,NON,OMS Survey,,-8.16905,13.28623
ML04R06C017,SEGOU,NIONO,ML04R06,NIONO C3,ML04R06C017,CSCOM,18-Oct-2000,1,2,OUI,OMS Survey,,-5.983645541,14.24943554
ML04R06C018,SEGOU,NIONO,ML04R06,NIONO CENTRAL,ML04R06C018,CSCOM,15-Oct-2001,16,0,OUI,OMS Survey,,-5.99326615,14.24424985
ML04R06C000,SEGOU,NIONO,ML04R06,NIONO CSREF,ML04R06C000,CSRef,1-Jan-2001,0,110,,OMS Survey,,-5.99326615,14.24424985
ML04R06C019,SEGOU,NIONO,ML04R06,NIONO EXTENTION,ML04R06C019,CSCOM,2-Jan-2001,8,7,OUI,OMS Survey,,-5.9893645,14.23461561
ML01R06C000,KAYES,NIORO,ML01R06,NIORO CSREF,ML01R06C000,CSRef,1-Jan-1998,0,470,,OMS Survey,,-9.59277,15.22932
ML02R06C035,KOULIKORO,KATI,ML02R06,NIOUMA MAKANA,ML02R06C035,CSCOM,1-Jan-2005,9,140,OUI,OMS Survey,,-8.878804653,12.40864597
,TOMBOUCTOU,Tombouctou,,NIPKIT EL ILK,0,CSCOM,,,,,Cluster Nutrition,,-3.180555556,16.71055556
ML03R01C038,SIKASSO,SIKASSO,ML03R01,NKOURALA,ML03R01C038,CSCOM,12-Feb-1991,22,50,OUI,OMS Survey,,-6.11526115,11.35751847
ML01R07C019,KAYES,YELIMANE,ML01R07,NOGOMERA,ML01R07C019,CSCOM,9-Nov-2009,4,7,OUI,OMS Survey,,-10.49957315,15.09104935
ML05R05C014,MOPTI,DOUENTZA,ML05R05,NOKARA,ML05R05C014,CSCOM,1-Jan-2003,4,65,OUI,OMS Survey,,-1.825622242,15.14449994
ML03R01C039,SIKASSO,SIKASSO,ML03R01,NONGO-SOUALA,ML03R01C039,CSCOM,1-Sep-1994,15,75,OUI,OMS Survey,,-5.563993025,11.75623747
ML02R07C010,KOULIKORO,KOLOKANI,ML02R07,NONKON,ML02R07C010,CSCOM,8-May-2001,19,57,NON,OMS Survey,,-7.858237152,13.21998485
ML04R01C016,SEGOU,SEGOU,ML04R01,NONONGO,ML04R01C016,CSCOM,1-Jan-2002,14,110,NON,OMS Survey,,-5.5168769,13.69785372
ML02R07C011,KOULIKORO,KOLOKANI,ML02R07,NOSSOMBOUGOU,ML02R07C011,CSCOM,8-Mar-1995,23,57,OUI,OMS Survey,,-7.93162,13.06298
ML06R05C017,TOMBOUCTOU,NIAFUNKE,ML06R05,NOUNOU,ML06R05C017,CSCOM,1-Jan-2006,18,0,NON,OMS Survey,,-4.127139774,15.93541885
ML07R01C016,GAO,GAO,ML07R01,NTAHAKA,ML07R01C016,CSCOM,1-Mar-2006,4,52,OUI,OMS Survey,,-0.38224,16.47295
ML02R02C010,KOULIKORO,BANAMBA,ML02R02,NTIELE,ML02R02C010,CSCOM,1-Jan-2003,7,23,OUI,OMS Survey,,-7.43597,13.39857
ML07R01C017,GAO,GAO,ML07R01,NTILLIT - GAO,ML07R01C017,CSCOM,1-Oct-1999,38,180,OUI,OMS Survey,,-0.48465427,15.52819785
ML03R01C040,SIKASSO,SIKASSO,ML03R01,NTJIKOUNA,ML03R01C040,CSCOM,1-Nov-2009,2,105,OUI,OMS Survey,,-6.238698276,11.12037547
ML03R01C041,SIKASSO,SIKASSO,ML03R01,NTJILLA,ML03R01C041,CSCOM,17-Jun-1996,11,0,NON,OMS Survey,,-6.506593151,11.50627222
ML02R03C015,KOULIKORO,DIOILA,ML02R03,NTOBOUGOU,ML02R03C015,CSCOM,23-Mar-2005,8,0,OUI,OMS Survey,,-6.593333276,12.36277772
ML04R01C017,SEGOU,SEGOU,ML04R01,NTOBOUGOU,ML04R01C017,CSCOM,1-Jan-2007,22,160,NON,OMS Survey,,-6.30404,14.11157
ML03R06C027,SIKASSO,KOUTIALA,ML03R06,NTOGONASSO,ML03R06C027,CSCOM,1-Jan-1998,5,5,OUI,OMS Survey,,-5.1636109,12.59972185
ML04R07C021,SEGOU,SAN,ML04R07,NTOROSSO,ML04R07C021,CSCOM,15-Jun-2004,25,100,OUI,OMS Survey,,-5.054166774,13.12250047
ML03R06C028,SIKASSO,KOUTIALA,ML03R06,NTOSSO,ML03R06C028,CSCOM,11-Dec-1997,3,40,OUI,OMS Survey,,-5.64,12.08
ML03R06C029,SIKASSO,KOUTIALA,ML03R06,NTOSSONI,ML03R06C029,CSCOM,1-Jan-2006,4,13,,OMS Survey,,-5.771049775,12.52648122
ML02R01C011,KOULIKORO,KOULIKORO,ML02R01,NYAMINA,ML02R01C011,CSCOM,1-Jan-1995,15,130,OUI,OMS Survey,,-6.983855526,13.30855447
ML05R02C020,MOPTI,BANDIAGARA,ML05R02,ONDOUGOU,ML05R02C020,CSCOM,1-Jun-2005,10,75,OUI,OMS Survey,,-3.21455,14.58613
ML03R01C042,SIKASSO,SIKASSO,ML03R01,OUAHIBERA,ML03R01C042,CSCOM,1-Jul-2005,8,34,OUI,OMS Survey,,-5.672429775,11.0670211
ML01R02C022,KAYES,BAFOULABE,ML01R02,OUALIA,ML01R02C022,CSCOM,1-Jun-2010,8,62,NON,OMS Survey,,-10.26456,13.89527
ML04R08C011,SEGOU,TOMINIAN,ML04R08,OUAN,ML04R08C011,CSCOM,15-Aug-1999,17,66,OUI,OMS Survey,,-4.403070149,13.69038485
